iter	Passed	Remaining
333	941	1876
334	943	1872
335	945	1868
336	947	1864
337	949	1859
338	952	1856
339	954	1853
340	957	1850
341	959	1845
342	961	1842
343	964	1838
344	966	1834
345	968	1830
346	970	1826
347	972	1822
348	974	1818
349	977	1815
350	979	1811
351	981	1807
352	984	1803
353	986	1799
354	988	1795
355	990	1792
356	992	1788
357	994	1784
358	996	1779
359	998	1775
360	1002	1773
361	1004	1769
362	1006	1766
363	1008	1761
364	1010	1757
365	1013	1755
366	1015	1751
367	1018	1748
368	1019	1744
369	1021	1740
370	1024	1737
371	1026	1733
372	1028	1729
373	1030	1725
374	1033	1722
375	1035	1718
376	1037	1715
377	1039	1711
378	1041	1707
379	1045	1705
380	1047	1701
381	1049	1698
382	1051	1694
383	1053	1690
384	1056	1687
385	1058	1683
386	1060	1680
387	1062	1675
388	1064	1671
389	1066	1668
390	1068	1664
391	1071	1661
392	1073	1658
393	1075	1653
394	1077	1650
395	1079	1646
396	1082	1643
397	1084	1640
398	1088	1639
399	1091	1636
400	1094	1634
401	1097	1632
402	1100	1630
403	1103	1627
404	1105	1624
405	1108	1621
406	1112	1620
407	1115	1618
408	1118	1616
409	1122	1615
410	1126	1614
411	1129	1612
412	1132	1609
413	1135	1607
414	1139	1605
415	1141	1602
416	1143	1599
417	1146	1596
418	1149	1594
419	1152	1591
420	1156	1590
421	1160	1588
422	1164	1588
423	1167	1586
424	1170	1584
425	1176	1585
426	1179	1582
427	1183	1581
428	1188	1581
429	1190	1578
430	1192	1574
431	1196	1573
432	1198	1569
433	1202	1568
434	1204	1564
435	1207	1561
436	1210	1558
437	1212	1556
438	1214	1552
439	1217	1549
440	1219	1545
441	1223	1544
442	1225	1540
443	1228	1537
444	1230	1534
445	1233	1532
446	1236	1529
447	1238	1526
448	1241	1523
449	1244	1520
450	1246	1517
451	1249	1514
452	1251	1511
453	1253	1507
454	1256	1504
455	1258	1501
456	1262	1499
457	1264	1496
458	1267	1493
459	1269	1489
460	1271	1486
461	1273	1483
462	1275	1479
463	1278	1476
464	1279	1472
465	1282	1469
466	1284	1465
467	1286	1462
468	1289	1459
469	1291	1455
470	1293	1453
471	1296	1449
472	1297	1446
473	1300	1442
474	1302	1439
475	1304	1436
476	1306	1432
477	1308	1429
478	1311	1426
479	1313	1422
480	1315	1419
481	1317	1415
482	1319	1412
483	1322	1409
484	1326	1408
485	1328	1405
486	1330	1401
487	1333	1398
488	1335	1395
489	1337	1392
490	1339	1388
491	1342	1385
492	1344	1382
493	1346	1379
494	1352	1379
495	1354	1376
496	1356	1373
497	1359	1370
498	1361	1366
499	1362	1362
500	1365	1360
501	1367	1356
502	1370	1354
503	1372	1350
504	1374	1347
505	1377	1344
506	1379	1341
507	1382	1339
508	1384	1335
509	1386	1332
510	1388	1329
511	1390	1325
512	1393	1323
513	1395	1319
514	1397	1316
515	1399	1313
516	1401	1309
517	1404	1306
518	1409	1306
519	1411	1302
520	1413	1299
521	1415	1296
522	1418	1293
523	1420	1290
524	1422	1287
525	1425	1284
526	1427	1281
527	1429	1277
528	1432	1275
529	1434	1271
530	1436	1268
531	1438	1265
532	1441	1262
533	1443	1259
534	1445	1256
535	1448	1253
536	1450	1250
537	1452	1247
538	1454	1244
539	1456	1241
540	1459	1237
541	1460	1234
542	1463	1231
543	1465	1228
544	1467	1224
545	1470	1222
546	1471	1218
547	1474	1216
548	1476	1212
549	1478	1209
550	1481	1207
551	1483	1204
552	1487	1202
553	1489	1198
554	1491	1196
555	1494	1193
556	1497	1191
557	1499	1187
558	1501	1184
559	1503	1181
560	1505	1178
561	1508	1175
562	1510	1172
563	1512	1169
564	1514	1166
565	1517	1163
566	1519	1160
567	1521	1157
568	1523	1154
569	1526	1151
570	1528	1148
571	1530	1145
572	1532	1142
573	1534	1138
574	1536	1135
575	1539	1133
576	1541	1129
577	1543	1127
578	1545	1124
579	1547	1120
580	1550	1118
581	1552	1115
582	1555	1112
583	1557	1109
584	1558	1105
585	1561	1103
586	1563	1100
587	1566	1097
588	1568	1094
589	1572	1092
590	1574	1089
591	1576	1086
592	1578	1083
593	1580	1080
594	1583	1077
595	1585	1074
596	1587	1071
597	1589	1068
598	1591	1065
599	1593	1062
600	1595	1059
601	1597	1056
602	1600	1053
603	1601	1050
604	1604	1047
605	1606	1044
606	1608	1041
607	1610	1038
608	1613	1035
609	1615	1033
610	1617	1029
611	1620	1027
612	1622	1024
613	1625	1021
614	1627	1018
615	1629	1015
616	1632	1013
617	1634	1010
618	1636	1007
619	1639	1004
620	1641	1001
621	1643	998
622	1645	995
623	1648	993
624	1649	989
625	1651	986
626	1654	984
627	1656	981
628	1658	978
629	1660	975
630	1662	972
631	1665	969
632	1667	966
633	1669	963
634	1672	961
635	1674	958
636	1676	955
637	1678	952
638	1680	949
639	1682	946
640	1685	943
641	1687	940
642	1689	938
643	1692	935
644	1693	932
645	1696	929
646	1698	926
647	1700	923
648	1703	921
649	1704	918
650	1707	915
651	1709	912
652	1712	909
653	1714	906
654	1716	904
655	1720	902
656	1722	899
657	1724	896
658	1726	893
659	1728	890
660	1730	887
661	1734	885
662	1736	882
663	1738	879
664	1741	877
665	1743	874
666	1746	871
667	1748	868
668	1750	866
669	1752	863
670	1754	860
671	1756	857
672	1758	854
673	1761	852
674	1763	849
675	1765	846
676	1767	843
677	1769	840
678	1772	837
679	1774	835
680	1776	832
681	1778	829
682	1780	826
683	1783	823
684	1785	820
685	1787	818
686	1789	815
687	1791	812
688	1794	809
689	1796	807
690	1798	804
691	1801	801
692	1803	798
693	1805	796
694	1807	793
695	1809	790
696	1812	787
697	1813	784
698	1816	782
699	1818	779
700	1821	776
701	1823	774
702	1825	771
703	1828	768
704	1830	766
705	1833	763
706	1835	760
707	1837	757
708	1839	754
709	1841	752
710	1844	749
711	1846	746
712	1848	744
713	1850	741
714	1853	738
715	1855	735
716	1857	733
717	1860	730
718	1862	727
719	1864	724
720	1867	722
721	1868	719
722	1871	717
723	1873	714
724	1876	711
725	1878	709
726	1880	706
727	1883	703
728	1885	700
729	1888	698
730	1890	695
731	1893	693
732	1895	690
733	1896	687
734	1899	684
735	1901	682
736	1904	679
737	1906	676
738	1908	673
739	1910	671
740	1912	668
741	1915	666
742	1917	663
743	1920	660
744	1922	658
745	1924	655
746	1926	652
747	1928	649
748	1931	647
749	1933	644
750	1936	641
751	1938	639
752	1941	637
753	1944	634
754	1947	631
755	1949	629
756	1951	626
757	1954	623
758	1955	621
759	1958	618
760	1960	615
761	1962	612
762	1965	610
763	1967	607
764	1969	605
765	1971	602
766	1975	600
767	1977	597
768	1978	594
769	1981	591
770	1983	588
771	1986	586
772	1988	583
773	1990	581
774	1992	578
775	1994	575
776	1996	573
777	1999	570
778	2002	568
779	2005	565
780	2007	562
781	2009	560
782	2011	557
783	2014	554
784	2015	552
785	2018	549
786	2020	546
787	2022	544
788	2025	541
789	2026	538
790	2029	536
791	2031	533
792	2033	530
793	2036	528
794	2038	525
795	2040	522
796	2042	520
797	2044	517
798	2047	514
799	2048	512
800	2051	509
801	2053	506
802	2055	504
803	2057	501
804	2059	498
805	2062	496
806	2063	493
807	2066	491
808	2068	488
809	2070	485
810	2073	483
811	2075	480
812	2077	477
813	2079	475
814	2083	472
815	2085	470
816	2087	467
817	2089	464
818	2091	462
819	2094	459
820	2096	457
821	2098	454
822	2100	451
823	2102	449
824	2105	446
825	2107	443
826	2109	441
827	2112	438
828	2114	436
829	2116	433
830	2118	430
831	2120	428
832	2122	425
833	2124	422
834	2126	420
835	2128	417
836	2131	415
837	2133	412
838	2135	409
839	2137	407
840	2139	404
841	2143	402
842	2145	399
843	2147	397
844	2150	394
845	2151	391
846	2154	389
847	2157	386
848	2159	384
849	2161	381
850	2164	378
851	2166	376
852	2168	373
853	2170	371
854	2172	368
855	2175	365
856	2177	363
857	2178	360
858	2181	358
859	2183	355
860	2186	352
861	2187	350
862	2189	347
863	2192	345
864	2194	342
865	2197	339
866	2199	337
867	2201	334
868	2203	332
869	2206	329
870	2208	327
871	2210	324
872	2213	321
873	2215	319
874	2217	316
875	2219	314
876	2221	311
877	2224	309
878	2226	306
879	2229	304
880	2231	301
881	2233	298
882	2236	296
883	2238	293
884	2240	291
885	2242	288
886	2244	285
887	2246	283
888	2248	280
889	2251	278
890	2253	275
891	2257	273
892	2259	270
893	2261	268
894	2263	265
895	2265	262
896	2268	260
897	2270	257
898	2272	255
899	2274	252
900	2276	250
901	2278	247
902	2280	244
903	2282	242
904	2285	239
905	2289	237
906	2291	234
907	2293	232
908	2295	229
909	2297	227
910	2300	224
911	2303	222
912	2304	219
913	2307	217
914	2309	214
915	2312	212
916	2314	209
917	2317	207
918	2319	204
919	2321	201
920	2323	199
921	2325	196
922	2328	194
923	2330	191
924	2333	189
925	2335	186
926	2337	184
927	2339	181
928	2341	178
929	2344	176
930	2346	173
931	2348	171
932	2351	168
933	2353	166
934	2356	163
935	2358	161
936	2360	158
937	2362	156
938	2364	153
939	2367	151
940	2369	148
941	2371	146
942	2373	143
943	2375	140
944	2377	138
945	2379	135
946	2382	133
947	2384	130
948	2386	128
949	2388	125
950	2390	123
951	2393	120
952	2395	118
953	2397	115
954	2400	113
955	2402	110
956	2404	108
957	2406	105
958	2409	103
959	2412	100
960	2414	97
961	2416	95
962	2418	92
963	2420	90
964	2423	87
965	2425	85
966	2428	82
967	2429	80
968	2432	77
969	2434	75
970	2436	72
971	2439	70
972	2441	67
973	2443	65
974	2445	62
975	2448	60
976	2450	57
977	2452	55
978	2454	52
979	2456	50
980	2459	47
981	2461	45
982	2464	42
983	2466	40
984	2468	37
985	2470	35
986	2473	32
987	2476	30
988	2478	27
989	2480	25
990	2482	22
991	2484	20
992	2487	17
993	2489	15
994	2492	12
995	2494	10
996	2497	7
997	2499	5
998	2500	2
999	2503	0
