iter	F1	Logloss
0	0.8835547935	0.5574123566
1	0.931114959	0.450905128
2	0.9722302995	0.3813392457
3	0.9766321017	0.3309566823
4	0.9782036279	0.2838107763
5	0.9801392451	0.2462297663
6	0.9807861543	0.2242278047
7	0.9879589274	0.1954018148
8	0.9890548735	0.1745500472
9	0.9890548735	0.1594123632
10	0.9881779223	0.1421397518
11	0.9892743546	0.1286289297
12	0.9907400548	0.1171096288
13	0.9919893191	0.1070934779
14	0.9922837216	0.09801975015
15	0.9929467666	0.08634052073
16	0.9936106984	0.07783071257
17	0.9938322063	0.07104098309
18	0.9953855314	0.0636065459
19	0.9954596204	0.05904470313
20	0.9963495493	0.05295220977
21	0.9959785523	0.04943991322
22	0.9960527296	0.04644130186
23	0.9958302308	0.04349983478
24	0.9963495493	0.03991881375
25	0.9969437197	0.0372807944
26	0.9976874301	0.03371685341
27	0.9975385992	0.03235204744
28	0.9974642005	0.03068003496
29	0.9977618621	0.02865327902
30	0.9979107596	0.02676786892
31	0.9980597015	0.02500285291
32	0.997985225	0.02374578485
33	0.9982831977	0.02202625247
34	0.9982831977	0.02081619383
35	0.9983577187	0.01965372057
36	0.9984322508	0.01845905466
37	0.9985813485	0.01774593004
38	0.998655914	0.01710680563
39	0.9985813485	0.01587430734
40	0.998655914	0.01509310155
41	0.9988050784	0.01421649945
42	0.9988796773	0.01367833445
43	0.9988796773	0.01310151976
44	0.9988796773	0.01276603118
45	0.9988796773	0.01238915788
46	0.9988796773	0.01185746181
47	0.9990289086	0.01133138931
48	0.9990289086	0.01084078361
49	0.999103541	0.01037244521
50	0.999327505	0.009780383741
51	0.999327505	0.00959397704
52	0.9994768702	0.009184640236
53	0.9994768702	0.008858378007
54	0.9994768702	0.008598295125
55	0.999402182	0.00828273385
56	0.9994768702	0.00795839893
57	0.9995515695	0.007734389524
58	0.9995515695	0.007581015596
59	0.9995515695	0.007203233113
60	0.9995515695	0.007077370307
61	0.9995515695	0.006845558166
62	0.99962628	0.006590679975
63	0.99962628	0.006350232254
64	0.99962628	0.006065665208
65	0.9997010016	0.005854753994
66	0.9997757345	0.005664773191
67	0.9997757345	0.005514342967
68	0.9997757345	0.005460015758
69	0.9997757345	0.005332830107
70	0.9997757345	0.005155258505
71	0.9997757345	0.004976023153
72	0.9998504785	0.004929262865
73	0.9998504785	0.004814212155
74	0.9998504785	0.00481420246
75	0.9998504785	0.004713731437
76	0.9998504785	0.004607521053
77	0.9998504785	0.004497702711
78	0.9998504785	0.004423304405
79	0.9998504785	0.004295544613
80	0.9998504785	0.004177152111
81	0.9998504785	0.004078738223
82	0.9999252336	0.003952763212
83	0.9999252336	0.00387383878
84	0.9999252336	0.003780126266
85	0.9999252336	0.003756586067
86	0.9999252336	0.003703173981
87	0.9999252336	0.003578021926
88	0.9999252336	0.003527957928
89	0.9999252336	0.003505128076
90	0.9999252336	0.003419055912
91	0.9999252336	0.003317445175
92	0.9999252336	0.003317440746
93	0.9999252336	0.003237216526
94	0.9999252336	0.00317302565
95	1	0.003131272242
96	1	0.003042889435
97	1	0.00304280578
98	1	0.003038083281
99	1	0.002968981582
100	1	0.002968976147
101	1	0.002922325922
102	1	0.002862579978
103	1	0.0028249773
104	1	0.002760987907
105	1	0.002651475218
106	1	0.002651467755
107	1	0.002651460535
108	1	0.00260522397
109	1	0.002601924651
110	1	0.002518006398
111	1	0.002462444114
112	1	0.002462444114
113	1	0.002462424076
114	1	0.002422725461
115	1	0.002385034632
116	1	0.002340092024
117	1	0.002296148187
118	1	0.00221848992
119	1	0.002180062243
120	1	0.002151562824
121	1	0.002085916817
122	1	0.002048341323
123	1	0.002016758763
124	1	0.001967266982
125	1	0.001967265679
126	1	0.00193889432
127	1	0.001914315444
128	1	0.001914308403
129	1	0.001867554554
130	1	0.001839517918
131	1	0.001806184141
132	1	0.001778133093
133	1	0.00175617683
134	1	0.00175617683
135	1	0.001738496828
136	1	0.001712033128
137	1	0.001690967161
138	1	0.001690961205
139	1	0.00169094245
140	1	0.001653180951
141	1	0.001632655378
142	1	0.001607512256
143	1	0.001607498
144	1	0.001578742507
145	1	0.001578696981
146	1	0.001537828465
147	1	0.001537821937
148	1	0.001537735028
149	1	0.001504535038
150	1	0.001504496581
151	1	0.001504459408
152	1	0.001504381077
153	1	0.001504381077
154	1	0.001504381077
155	1	0.001504381077
156	1	0.001504381077
157	1	0.001504381077
158	1	0.001504381077
159	1	0.001504381077
160	1	0.001504381077
161	1	0.001504381077
162	1	0.001504381077
163	1	0.001504381077
164	1	0.001504381077
165	1	0.001504381077
166	1	0.001504371481
167	1	0.001504332353
168	1	0.001504332353
169	1	0.001504246568
170	1	0.001504246568
171	1	0.001504246568
172	1	0.001504236976
173	1	0.001504236976
174	1	0.001504236976
175	1	0.001504236976
176	1	0.001504236976
177	1	0.001504236976
178	1	0.001504227919
179	1	0.001504222505
180	1	0.001504212727
181	1	0.001504212727
182	1	0.001467232628
183	1	0.001467227276
184	1	0.001467227276
185	1	0.0014440807
186	1	0.001428144405
187	1	0.001428134554
188	1	0.001428083801
189	1	0.001396259536
190	1	0.001396247951
191	1	0.00137330642
192	1	0.00137329638
193	1	0.00137329638
194	1	0.00137329638
195	1	0.001373287554
196	1	0.001339300092
197	1	0.001339300092
198	1	0.001339300092
199	1	0.001339248312
200	1	0.001339216555
201	1	0.001339212375
202	1	0.001339212375
203	1	0.001311447314
204	1	0.001311428491
205	1	0.001311422079
206	1	0.001287928382
207	1	0.001287909249
208	1	0.001287890122
209	1	0.001287850213
210	1	0.00128775093
211	1	0.001287715897
212	1	0.001287705904
213	1	0.001287629565
214	1	0.001287610501
215	1	0.001287591444
216	1	0.001287587428
217	1	0.001287572875
218	1	0.001287569866
219	1	0.001287569866
220	1	0.001287569866
221	1	0.001287545801
222	1	0.001287545801
223	1	0.001287545801
224	1	0.001287520416
225	1	0.001287515655
226	1	0.001287515655
227	1	0.001287515655
228	1	0.001287515655
229	1	0.001287515655
230	1	0.001287490917
231	1	0.00128746184
232	1	0.00128746184
233	1	0.0012874428
234	1	0.001287437847
235	1	0.001287429898
236	1	0.001287429898
237	1	0.001287429898
238	1	0.001287397815
239	1	0.001287317868
240	1	0.001287278304
241	1	0.001287278304
242	1	0.001287269571
243	1	0.001287205439
244	1	0.001287205439
245	1	0.001287205439
246	1	0.001287205439
247	1	0.001287205439
248	1	0.001287192107
249	1	0.001287184851
250	1	0.001278201562
251	1	0.00127816426
252	1	0.001278095116
253	1	0.001278060593
254	1	0.001278022608
255	1	0.001277953647
256	1	0.001277877814
257	1	0.001277877814
258	1	0.001277877814
259	1	0.001277852845
260	1	0.001277848893
261	1	0.001277773189
262	1	0.001277735382
263	1	0.001277701017
264	1	0.001277603854
265	1	0.001277603854
266	1	0.001277603854
267	1	0.001277598628
268	1	0.001277560901
269	1	0.001277560901
270	1	0.001277554682
271	1	0.001277554682
272	1	0.0012775232
273	1	0.0012775232
274	1	0.001277503722
275	1	0.001277491289
276	1	0.001277491289
277	1	0.001277459829
278	1	0.001277450889
279	1	0.001277437409
280	1	0.001277424983
281	1	0.001277400136
282	1	0.00127738131
283	1	0.00127735867
284	1	0.001277352141
285	1	0.001277352141
286	1	0.001277343587
287	1	0.001277246776
288	1	0.001277242076
289	1	0.001277210702
290	1	0.001277188542
291	1	0.001277169753
292	1	0.001250654083
293	1	0.001250649269
294	1	0.001250519654
295	1	0.001224995263
296	1	0.001224995263
297	1	0.001224974183
298	1	0.001224974183
299	1	0.001224974183
300	1	0.001224974183
301	1	0.001224974183
302	1	0.001224974183
303	1	0.001224974183
304	1	0.001224974183
305	1	0.001224969461
306	1	0.001224958271
307	1	0.001224958271
308	1	0.001224940498
309	1	0.001224900412
310	1	0.001224839462
311	1	0.001224794721
312	1	0.001224794721
313	1	0.001224794721
314	1	0.001224794721
315	1	0.001224794721
316	1	0.001224794721
317	1	0.001224794721
318	1	0.001224794721
319	1	0.001224794721
320	1	0.001224794721
321	1	0.001224794721
322	1	0.001224794721
323	1	0.001224794721
324	1	0.001224794721
325	1	0.001224794721
326	1	0.001224794721
327	1	0.001224794721
328	1	0.001224794721
329	1	0.001224784186
330	1	0.001224784186
331	1	0.001224784186
332	1	0.001224784186
333	1	0.001224744126
334	1	0.001224744126
335	1	0.001224744126
336	1	0.001224744126
337	1	0.001224744126
338	1	0.001224744126
339	1	0.001224744126
340	1	0.001224744126
341	1	0.001224744126
342	1	0.001224744126
343	1	0.001224744126
344	1	0.001224744126
345	1	0.001224673131
346	1	0.00122463314
347	1	0.001224565985
348	1	0.001224543634
349	1	0.001224463806
350	1	0.001224456494
351	1	0.001224439917
352	1	0.001224439917
353	1	0.001224298548
354	1	0.001224218993
355	1	0.001224174334
356	1	0.001224129705
357	1	0.001224129705
358	1	0.001224129705
359	1	0.001224119773
360	1	0.001224119773
361	1	0.001224119773
362	1	0.001224119773
363	1	0.001224119773
364	1	0.001224119773
365	1	0.001224100149
366	1	0.001224094574
367	1	0.001224094574
368	1	0.001224094574
369	1	0.001224094574
370	1	0.001224094574
371	1	0.001224094574
372	1	0.001224094574
373	1	0.001224094574
374	1	0.001224094574
375	1	0.001224094574
376	1	0.001224094574
377	1	0.001224094574
378	1	0.001224094574
379	1	0.001224094574
380	1	0.001224094574
381	1	0.001224094574
382	1	0.001224094574
383	1	0.001224094574
384	1	0.001224094574
385	1	0.001224094574
386	1	0.001224094574
387	1	0.001224094574
388	1	0.001224094574
389	1	0.001224094574
390	1	0.001224094574
391	1	0.001224094574
392	1	0.001224094574
393	1	0.001224094574
394	1	0.001224094574
395	1	0.001224094574
396	1	0.001224094574
397	1	0.001224094574
398	1	0.001224094574
399	1	0.001224094574
400	1	0.001224094574
401	1	0.001224094574
402	1	0.001224094574
403	1	0.001224094574
404	1	0.001224094574
405	1	0.001224094574
406	1	0.001224094574
407	1	0.001224094574
408	1	0.001224094574
409	1	0.001224094574
410	1	0.001224094574
411	1	0.001224094574
412	1	0.001224094574
413	1	0.001224094574
414	1	0.001224094574
415	1	0.001224094574
416	1	0.001224094574
417	1	0.001224094574
418	1	0.001224094574
419	1	0.001224094574
420	1	0.001224094574
421	1	0.001224094574
422	1	0.001224094574
423	1	0.001224094574
424	1	0.001224094574
425	1	0.001224094574
426	1	0.001224094574
427	1	0.001224094574
428	1	0.001224094574
429	1	0.001224094574
430	1	0.001224094574
431	1	0.001224094574
432	1	0.001224094574
433	1	0.001224094574
434	1	0.001224094574
435	1	0.001224094574
436	1	0.001224094574
437	1	0.001224094574
438	1	0.001224094574
439	1	0.001224094574
440	1	0.001224094574
441	1	0.001224094574
442	1	0.001224094574
443	1	0.001224094574
444	1	0.001224094574
445	1	0.001224094574
446	1	0.001224094574
447	1	0.001224094574
448	1	0.001224094574
449	1	0.001224094574
450	1	0.001224094574
451	1	0.001224094574
452	1	0.001224094574
453	1	0.001224094574
454	1	0.001224094574
455	1	0.001224094574
456	1	0.001224094574
457	1	0.001224094574
458	1	0.001224094574
459	1	0.001224094574
460	1	0.001224094574
461	1	0.001224094574
462	1	0.001224094574
463	1	0.001224094574
464	1	0.001224094574
465	1	0.001224094574
466	1	0.001224094574
467	1	0.001224094574
468	1	0.001224094574
469	1	0.001224094574
470	1	0.001224094574
471	1	0.001224094574
472	1	0.001224094574
473	1	0.001224094574
474	1	0.001224094574
475	1	0.001224094574
476	1	0.001224094574
477	1	0.001224094574
478	1	0.001224094574
479	1	0.001224094574
