iter	F1	Logloss
0	0.9157764996	0.5426442395
1	0.9549446626	0.4451379128
2	0.9580915538	0.38307748
3	0.9756346659	0.3354970167
4	0.9774172331	0.2825346032
5	0.9799237984	0.2485149805
6	0.9850482434	0.2160916909
7	0.9875941515	0.1917823861
8	0.9871567759	0.1730214575
9	0.9890548735	0.1557685835
10	0.9887623836	0.140367837
11	0.9896403729	0.1269090937
12	0.9922101046	0.1125516195
13	0.9909602845	0.104199809
14	0.9918421833	0.09376711628
15	0.9916950912	0.08672099721
16	0.9917686318	0.08131455245
17	0.9933892892	0.07247675716
18	0.9952373865	0.0649598511
19	0.9953114534	0.06053604981
20	0.9955337204	0.05562001234
21	0.9962753278	0.052237846
22	0.9967208228	0.0478662086
23	0.9966465459	0.0446110044
24	0.9970180409	0.04172124654
25	0.9973154362	0.03856422828
26	0.9974642005	0.03710106571
27	0.9977618621	0.03470245036
28	0.9978363053	0.03242424835
29	0.9981341891	0.03017830417
30	0.9979107596	0.02844070584
31	0.9982086879	0.02627480448
32	0.9982831977	0.02457217495
33	0.9983577187	0.02383443191
34	0.9985067941	0.0228985805
35	0.9987304906	0.02154425431
36	0.9988050784	0.01987577374
37	0.998655914	0.01935687851
38	0.9989542874	0.01864804146
39	0.9988796773	0.01784713655
40	0.9990289086	0.0170426908
41	0.9991781845	0.01611619259
42	0.9992528392	0.01542463589
43	0.9992528392	0.01509016993
44	0.999103541	0.01410953742
45	0.999103541	0.01359180564
46	0.9992528392	0.01300317436
47	0.999402182	0.0120552721
48	0.999327505	0.01169687483
49	0.9994768702	0.01113308752
50	0.999402182	0.01092429442
51	0.999402182	0.01039022652
52	0.9995515695	0.009947749998
53	0.9995515695	0.009521332056
54	0.9995515695	0.009218041758
55	0.9995515695	0.008892164414
56	0.9995515695	0.008697035846
57	0.99962628	0.008254159609
58	0.9995515695	0.008003640372
59	0.99962628	0.007746007762
60	0.99962628	0.007449065259
61	0.99962628	0.00721392342
62	0.9994768702	0.007023711903
63	0.9994768702	0.006935206929
64	0.9995515695	0.006820587579
65	0.9997757345	0.006541253068
66	0.9997757345	0.006443029962
67	0.9999252336	0.006286071707
68	0.9999252336	0.00613854163
69	0.9999252336	0.006059751428
70	0.9999252336	0.005964829764
71	0.9999252336	0.005712138974
72	0.9999252336	0.005536058608
73	0.9999252336	0.005413299468
74	0.9999252336	0.005231553129
75	0.9999252336	0.005082186656
76	0.9999252336	0.004953623189
77	0.9999252336	0.004749293695
78	0.9999252336	0.004632692203
79	0.9998504785	0.00451769888
80	0.9999252336	0.004349746832
81	0.9999252336	0.004277913212
82	1	0.004226912542
83	1	0.004086705769
84	1	0.004034761858
85	1	0.003976479935
86	1	0.003862924423
87	1	0.003796260014
88	1	0.00368834958
89	1	0.003638599474
90	1	0.003465723993
91	1	0.003430733141
92	1	0.003388711569
93	1	0.003337675931
94	1	0.003248125338
95	1	0.003150838977
96	1	0.003066886181
97	1	0.002989033511
98	1	0.002960444025
99	1	0.002909509013
100	1	0.002785170949
101	1	0.002735046877
102	1	0.002702890088
103	1	0.002641652845
104	1	0.002614639974
105	1	0.00258028663
106	1	0.00255601045
107	1	0.002461884939
108	1	0.002404729861
109	1	0.002357589881
110	1	0.002301960203
111	1	0.002274667947
112	1	0.002237633086
113	1	0.002192381373
114	1	0.002192381373
115	1	0.002173355849
116	1	0.00213510152
117	1	0.002108925029
118	1	0.002084886725
119	1	0.002041459325
120	1	0.002026319328
121	1	0.002001189601
122	1	0.001946245959
123	1	0.001908996559
124	1	0.001884520331
125	1	0.00183445884
126	1	0.001817358564
127	1	0.001786840112
128	1	0.001766200613
129	1	0.001766169627
130	1	0.001749362937
131	1	0.001706847829
132	1	0.001677788308
133	1	0.001677780845
134	1	0.001677687738
135	1	0.001649777592
136	1	0.001614452793
137	1	0.001569756263
138	1	0.001545801897
139	1	0.001513516203
140	1	0.001493829419
141	1	0.001479825966
142	1	0.001466433976
143	1	0.001466416044
144	1	0.001466416044
145	1	0.00146641006
146	1	0.001450683519
147	1	0.001450645428
148	1	0.001430650258
149	1	0.001430650258
150	1	0.001403193683
151	1	0.001403193683
152	1	0.001390946494
153	1	0.001390933846
154	1	0.001390933846
155	1	0.001390914825
156	1	0.00139091064
157	1	0.001390893622
158	1	0.001390837765
159	1	0.00139079097
160	1	0.001390782614
161	1	0.001364371087
162	1	0.001352788004
163	1	0.001352736608
164	1	0.001352733398
165	1	0.001333802723
166	1	0.001333753252
167	1	0.001333746897
168	1	0.001333734538
169	1	0.001333721367
170	1	0.001320779394
171	1	0.001320779394
172	1	0.001320755143
173	1	0.001320755143
174	1	0.001320707558
175	1	0.001320707558
176	1	0.001310192729
177	1	0.00131018681
178	1	0.00131018681
179	1	0.00131018681
180	1	0.00131018681
181	1	0.00131018681
182	1	0.00131018681
183	1	0.00131018681
184	1	0.00131018681
185	1	0.00131018681
186	1	0.00131018681
187	1	0.001310185272
188	1	0.001310185272
189	1	0.001310141546
190	1	0.001310135396
191	1	0.001310122812
192	1	0.001281603535
193	1	0.001281598299
194	1	0.001281577302
195	1	0.001250592056
196	1	0.001250590707
197	1	0.001249041315
198	1	0.001240665814
199	1	0.001240665814
200	1	0.001240665814
201	1	0.001240661503
202	1	0.001240646225
203	1	0.001240641914
204	1	0.00124063611
205	1	0.00124063611
206	1	0.00124063611
207	1	0.00124063611
